;C1;D;E2;F2;G1;M1;N1
3263;1;1;1;1;2;1;1
3264;1;1;1;1;0;1;1
3265;1;1;1;1;1;2;2
3266;1;1;1;0;1;1;1
3267;1;2;1;NA;1;1;1
3268;1;1;1;1;1;2;2
3269;1;1;1;0;1;1;1
3270;1;1;0;3;1;1;1
3271;1;1;NA;NA;2;1;1
3272;1;1;1;0;1;1;1
3273;1;1;1;0;0;1;1
3274;1;1;1;1;2;1;1
3275;1;0;1;1;1;1;1
3276;1;1;1;1;1;1;0
3277;1;1;1;0;1;1;1
3278;1;1;1;1;2;1;3
3279;1;1;1;0;1;1;1
3280;1;1;0;1;1;1;1
3281;1;1;1;1;1;0;0
3282;1;1;1;1;1;1;2
3283;1;1;2;1;1;1;1
3284;1;1;1;1;1;2;3
3285;1;1;1;2;1;1;1
3286;1;1;1;0;0;1;1
3287;1;1;1;0;0;1;1
3288;1;1;1;0;1;1;1
3289;1;1;1;1;2;1;1
3290;1;1;1;1;1;1;2
3291;1;1;1;1;2;1;1
3292;1;1;1;1;2;1;1
3293;1;1;1;1;2;2;2
3294;1;1;1;2;2;2;2
3295;1;1;1;0;1;1;1
3296;1;1;1;1;2;3;2
3297;1;1;1;0;1;1;1
3298;1;1;1;NA;2;1;1
3299;1;1;1;1;2;1;1
3300;1;1;2;1;2;2;2
3301;1;2;3;1;1;1;1
3302;1;1;2;1;1;1;1
3303;1;1;2;2;1;1;1
3304;1;1;2;2;1;1;1
3305;1;1;1;2;2;1;1
3306;1;1;1;0;1;1;1
3307;1;1;2;1;1;1;1
3308;1;1;1;0;3;4;1
3309;1;1;1;2;2;2;2
3310;1;1;1;1;1;2;2
3311;1;1;1;0;1;1;1
3312;1;1;1;NA;2;1;1
3313;1;1;1;2;1;1;1
3314;1;1;1;2;2;1;1
3315;1;1;1;1;0;1;1
3316;1;2;2;2;1;1;2
3317;1;1;1;2;1;1;1
3318;1;1;1;1;0;1;1
3319;1;1;1;2;1;1;1
3320;1;1;1;0;3;4;4
3321;1;1;1;0;1;1;1
3322;1;1;1;1;0;0;0
3323;1;1;1;2;1;1;1
3324;1;1;1;1;1;2;1
3325;1;1;1;0;1;1;1
3326;1;1;1;1;0;1;1
3327;1;1;1;1;1;1;2
3328;1;1;1;1;0;1;1
3329;1;1;0;3;1;1;1
3330;1;1;1;2;1;1;1
3331;1;1;1;1;2;1;1
3332;1;1;1;1;2;2;2
3333;1;1;1;0;1;1;1
3334;1;1;1;NA;2;2;2
3335;1;2;2;NA;NA;NA;NA
3336;1;1;1;NA;2;3;4
3337;1;1;1;2;1;1;1
3338;1;1;1;0;1;1;1
3339;1;1;2;1;1;1;1
3340;1;1;1;0;0;1;3
3341;1;1;1;1;2;3;3
3342;1;1;1;0;1;1;1
3343;1;1;1;NA;1;2;2
3344;1;1;1;0;1;1;1
3345;1;0;1;NA;3;1;1
3346;1;1;1;NA;2;1;1
3347;1;1;2;NA;NA;1;1
3348;1;0;0;0;0;1;1
3349;1;0;0;0;1;1;1
3350;1;0;0;0;0;1;1
3351;1;1;1;1;2;1;1
3352;1;1;1;0;1;3;1
3353;1;1;1;0;3;1;0
3354;1;1;1;0;1;1;1
3355;1;1;1;0;1;1;1
3356;1;1;1;1;1;2;2
3357;1;1;1;0;0;0;0
3358;1;1;2;1;1;1;1
3359;1;1;1;1;1;1;2
3360;1;1;1;0;1;1;1
3361;1;1;1;NA;2;3;1
3362;1;1;2;1;1;1;3
3363;1;1;1;1;2;1;1
3364;1;1;1;0;1;1;1
3365;1;1;1;NA;1;0;0
3366;1;1;1;NA;2;2;1
3367;1;1;1;2;1;1;1
3368;1;1;1;1;0;3;3
3369;1;1;1;1;1;2;1
3370;1;1;1;1;1;2;1
3371;1;1;1;1;1;1;2
3372;1;1;1;0;0;1;1
3373;1;1;1;1;1;0;0
3374;1;1;1;1;2;3;4
3375;1;1;1;0;NA;NA;NA
3376;1;1;1;0;1;1;1
3377;1;1;1;2;2;1;1
3378;1;1;1;1;0;0;1
3379;1;1;1;0;1;1;1
3380;1;2;2;NA;2;2;1
3381;1;1;1;1;1;2;2
3382;1;1;0;1;1;1;1
3383;1;1;1;0;3;4;5
3384;1;1;1;0;1;1;1
3385;1;1;1;NA;2;3;4
3386;1;1;1;NA;1;1;2
3387;1;1;1;NA;0;3;3
3388;1;1;1;NA;2;1;1
3389;1;1;0;NA;0;1;1
3390;1;1;1;NA;2;1;1
3391;1;1;1;NA;2;1;0
3392;1;1;1;0;0;1;1
3393;1;1;1;0;3;1;1
3394;1;1;1;2;1;1;1
3395;1;1;1;1;2;1;1
3396;1;1;1;0;NA;1;1
3397;1;1;1;NA;NA;1;0
3398;1;1;1;0;NA;1;0
3399;1;1;1;1;2;1;1
3400;1;1;1;2;1;1;1
3401;1;0;0;NA;0;0;0
3402;1;1;1;0;0;0;0
3403;1;1;1;0;1;1;1
3404;1;2;2;NA;2;1;1
3405;1;1;1;NA;1;2;2
3406;1;1;1;2;1;1;1
3407;1;1;1;0;0;1;1
3408;1;1;1;0;1;1;0
3409;1;1;1;1;2;1;1
3410;1;1;1;3;1;2;3
3411;1;1;1;2;1;1;1
3412;1;1;1;0;0;0;0
3413;1;1;1;1;2;1;1
3414;1;1;1;0;1;1;1
3415;1;1;1;NA;1;1;2
3416;1;1;1;NA;0;0;0
3417;1;1;1;1;1;1;2
3418;1;1;1;1;2;1;1
3419;1;1;1;1;1;1;2
3420;1;1;1;0;1;1;1
3421;1;1;2;NA;1;1;1
3422;1;1;1;NA;2;2;2
3423;1;1;1;1;2;1;1
3424;1;1;1;0;NA;1;1
3425;1;1;1;1;NA;0;0
3426;1;1;1;1;2;1;1
3427;1;1;1;2;NA;0;0
3428;1;2;2;0;0;0;0
3429;1;1;1;1;2;1;1
3430;1;1;1;0;0;1;0
3431;1;1;0;0;1;1;1
3432;1;1;1;1;0;1;1
3433;1;2;2;1;1;1;1
3434;1;1;1;2;2;1;1
3435;1;1;1;0;1;1;0
3436;1;1;1;1;1;2;1
3437;1;0;1;1;1;1;1
3438;1;1;1;0;1;1;1
3439;1;1;1;0;3;4;5
3440;1;1;1;0;1;1;1
3441;1;1;1;1;2;1;1
3442;1;1;1;2;3;4;5
3443;1;1;1;0;1;1;1
3444;1;1;1;NA;0;0;0
3445;1;2;1;3;1;1;1
3446;1;1;1;2;3;3;3
3447;1;1;1;2;1;1;1
3448;1;1;1;NA;2;1;1
3449;1;1;1;0;1;1;1
3450;1;1;1;NA;0;1;1
3451;1;1;1;2;1;1;1
3452;1;1;1;NA;2;1;1
3453;1;1;1;NA;1;0;1
3454;1;1;1;1;1;1;0
3455;1;1;1;1;0;0;NA
3456;1;1;1;1;2;1;NA
3457;1;2;2;2;1;1;NA
3458;1;1;1;1;0;1;NA
3459;1;1;1;1;2;1;NA
3460;1;1;1;0;0;1;NA
3461;1;1;2;1;1;1;NA
3462;1;1;1;1;0;1;NA
3463;1;1;1;0;1;1;NA
3464;1;1;1;NA;2;1;NA
3465;1;1;1;0;0;1;NA
3466;1;1;1;1;0;1;NA
3467;1;1;0;1;NA;1;NA
3468;1;1;1;0;1;1;NA
3469;1;1;1;0;1;1;NA
3470;1;1;1;0;1;1;NA
3471;1;1;1;1;2;1;1
3472;1;1;1;1;0;0;0
3473;1;1;1;1;1;1;2
3474;1;1;1;1;2;2;2
3475;1;1;1;1;2;1;1
3476;1;1;1;0;NA;1;1
3477;1;1;1;0;1;1;1
3478;1;1;1;1;1;1;2
3479;1;1;1;1;2;2;2
3480;1;1;1;1;1;1;2
3481;1;1;1;1;2;1;1
3482;1;1;2;1;1;1;1
3483;1;1;1;0;3;1;1
3484;1;1;1;0;0;1;1
3485;1;1;1;1;2;1;1
3486;1;1;1;1;2;3;3
3487;1;1;1;1;2;1;1
3488;1;1;1;1;0;1;1
3489;1;1;1;2;2;1;1
3490;1;1;1;1;2;1;1
3491;1;1;1;1;2;1;1
3492;1;1;2;1;1;1;1
3493;1;1;1;1;1;1;0
3494;1;1;1;1;2;1;NA
3495;1;1;1;2;2;1;1
3496;1;1;1;2;1;1;1
3497;1;1;1;2;1;3;3
3498;1;1;1;1;2;1;1
3499;1;1;1;1;2;1;1
3500;1;1;1;1;NA;1;2
3501;1;1;1;1;1;1;0
3502;1;1;1;0;0;3;1
3503;1;1;1;1;0;3;3
3504;1;1;1;1;2;2;1
3505;1;1;1;1;1;1;2
3506;1;1;1;1;1;2;1
3507;1;1;1;1;2;1;2
3508;1;1;1;1;0;0;1
3509;1;1;1;1;2;2;2
3510;1;1;1;1;0;0;0
3511;1;1;1;1;2;1;1
3512;1;1;1;1;2;1;1
3513;1;1;1;1;1;2;2
3514;1;1;1;1;2;1;1
3515;1;2;1;1;NA;1;1
3516;1;0;0;1;NA;0;0
3517;1;1;2;1;NA;0;0
3518;1;1;1;1;0;3;1
3519;1;1;1;2;1;1;1
3520;1;1;1;0;1;0;0
3521;1;1;1;0;1;1;1
3522;1;1;1;NA;2;1;0
3523;1;1;2;NA;NA;1;NA
3524;1;1;1;1;1;1;2
3525;1;1;1;1;1;1;0
3526;1;1;1;0;1;1;1
3527;1;1;1;1;2;1;1
3528;1;1;1;1;1;2;1
3529;1;1;1;0;1;NA;1
3530;1;1;1;0;1;1;1
3531;1;1;1;NA;1;1;2
3532;1;1;1;1;2;1;2
3533;1;1;1;0;3;1;1
3534;1;1;0;0;0;1;1
3535;1;1;1;0;1;1;1
3536;1;1;1;NA;2;1;1
3537;1;1;1;NA;2;1;1
3538;1;1;1;1;2;1;2
3539;1;1;1;3;2;3;4
3540;1;1;1;1;1;1;0
3541;1;1;1;1;2;3;3
3542;1;1;1;0;NA;NA;NA
3543;1;1;1;0;1;1;NA
3544;1;1;1;2;3;2;4
3545;1;1;1;0;1;1;1
3546;1;1;1;2;1;1;1
3547;1;1;1;0;3;3;3
3548;1;1;2;1;1;1;1
3549;1;1;1;1;2;1;1
3550;1;0;1;3;1;0;0
3551;1;NA;2;NA;2;NA;NA
3552;1;NA;0;NA;0;NA;NA
3553;1;1;1;1;1;0;0
3554;1;1;1;1;2;NA;NA
3555;1;1;1;1;2;NA;NA
3556;1;0;1;1;1;NA;NA
3557;1;1;1;0;1;NA;NA
3558;1;2;2;1;1;NA;NA
3559;1;1;1;1;2;NA;NA
3560;1;2;2;2;2;NA;NA
3561;1;1;1;1;2;NA;NA
3562;1;1;1;0;1;NA;NA
3563;1;1;1;1;2;NA;NA
3564;1;1;1;0;1;NA;NA
3565;1;1;1;0;1;NA;NA
3566;1;1;1;1;2;NA;NA
3567;1;1;1;1;2;NA;NA
3568;1;1;1;0;1;NA;NA
3569;1;1;1;2;1;NA;NA
3570;1;1;1;0;1;NA;NA
3571;1;1;1;2;1;NA;NA
3572;1;1;1;NA;0;NA;NA
3573;1;1;1;NA;2;NA;NA
3574;1;1;1;0;0;NA;NA
3575;1;1;1;1;0;NA;NA
3576;1;1;1;0;1;NA;NA
3577;1;0;0;NA;1;NA;NA
3578;1;1;1;NA;2;NA;NA
3579;1;1;1;2;1;NA;NA
3580;1;1;1;0;1;NA;NA
3581;1;2;2;NA;1;NA;NA
3582;1;1;1;0;0;NA;NA
3583;1;1;1;0;0;NA;NA
3584;1;1;1;1;2;NA;NA
3585;1;1;1;1;2;NA;NA
3586;1;1;1;0;NA;NA;NA
3587;1;1;1;2;1;NA;NA
3588;1;1;1;1;2;NA;NA
3589;1;1;1;2;1;NA;NA
3590;1;1;1;NA;2;NA;NA
3591;1;1;1;1;2;NA;NA
3592;1;1;1;1;2;NA;NA
3593;1;1;3;1;0;NA;NA
3594;1;1;1;1;0;NA;NA
3595;1;1;1;1;2;NA;NA
3596;1;1;2;1;NA;NA;NA
3597;1;2;2;2;2;NA;NA
3598;1;1;1;1;2;NA;NA
3599;1;2;2;2;1;NA;NA
3600;1;1;2;1;0;NA;NA
3601;1;1;1;0;0;NA;NA
3602;1;1;1;2;1;NA;NA
3603;1;1;1;0;1;NA;NA
3604;1;1;2;1;1;NA;NA
3605;1;1;1;1;0;NA;NA
3606;1;1;1;1;2;NA;NA
3607;1;2;2;2;NA;NA;NA
3608;1;0;0;0;1;NA;NA
3609;1;1;1;0;0;NA;NA
3610;1;1;1;1;2;NA;NA
3611;1;1;1;0;1;NA;NA
3612;1;2;3;3;1;NA;NA
3613;1;2;2;3;4;NA;NA
3614;1;1;1;1;2;NA;NA
3615;1;1;1;0;1;NA;NA
3616;1;2;2;NA;1;NA;NA
3617;1;1;1;NA;2;NA;NA
3618;1;1;1;1;2;NA;NA
3619;1;1;1;1;2;NA;NA
3620;1;1;1;1;2;NA;NA
3621;1;1;1;1;2;NA;NA
3622;1;1;1;1;2;NA;NA
3623;1;1;1;0;NA;NA;NA
3624;1;2;2;3;2;NA;NA
3625;1;1;0;1;1;NA;NA
3626;1;1;2;1;1;NA;NA
3627;1;0;NA;0;0;NA;NA
3628;1;2;2;2;1;NA;NA
3629;1;2;1;1;0;NA;NA
3630;1;1;1;1;1;0;0
3631;1;2;2;2;1;NA;NA
3632;1;1;1;1;2;NA;NA
3633;1;1;1;1;2;NA;NA
3634;1;1;1;0;1;NA;NA
3635;1;1;1;1;0;NA;NA
3636;1;1;1;1;2;NA;NA
3637;1;1;1;2;NA;NA;NA
3638;1;1;1;0;1;NA;NA
3639;1;1;1;1;2;NA;NA
3640;1;1;0;0;0;NA;NA
3641;1;1;1;1;2;NA;NA
3642;1;1;1;1;0;NA;NA
3643;1;1;1;0;1;NA;NA
3644;1;1;0;1;1;NA;NA
3645;1;0;1;1;1;NA;NA
3646;1;1;0;1;1;NA;NA
3647;1;1;0;1;1;NA;NA
3648;1;1;1;1;2;NA;NA
3649;1;1;1;1;2;NA;NA
3650;1;1;1;0;1;NA;NA
3651;1;1;1;NA;2;NA;NA
3652;1;1;0;NA;1;NA;NA
3653;1;1;1;1;2;NA;NA
3654;1;1;1;0;3;NA;NA
3655;1;1;1;0;1;NA;NA
3656;1;1;1;1;2;NA;NA
3657;1;1;1;1;0;NA;NA
3658;1;1;1;0;1;NA;NA
3659;1;1;1;0;1;NA;NA
3660;1;1;1;1;0;NA;NA
3661;1;1;1;2;NA;NA;NA
3662;1;1;0;1;1;NA;NA
3663;1;2;NA;1;1;NA;NA
3664;1;1;1;1;2;NA;NA
3665;1;2;2;1;3;NA;NA
3666;1;1;1;0;3;NA;NA
3667;1;1;1;1;2;NA;NA
3668;1;1;1;0;NA;NA;NA
3669;1;1;1;1;2;NA;NA
3670;1;2;2;2;1;NA;NA
3671;1;1;1;1;0;NA;NA
3672;1;1;1;1;0;NA;NA
3673;1;2;2;2;2;NA;NA
3674;1;1;1;1;0;NA;NA
3675;1;1;2;1;1;NA;NA
3676;1;1;1;0;1;NA;NA
3677;1;1;1;2;3;NA;NA
3678;1;1;1;2;1;NA;NA
3679;1;1;1;1;1;0;0
3680;1;1;1;1;0;NA;NA
3681;1;1;1;1;2;NA;NA
3682;1;1;1;0;1;NA;NA
3683;1;0;1;NA;0;NA;NA
3684;1;1;1;NA;2;NA;NA
3685;1;1;1;1;0;NA;NA
3686;1;1;1;1;2;NA;NA
3687;1;1;1;1;2;NA;NA
3688;1;1;2;1;1;NA;NA
3689;1;1;1;2;1;NA;NA
3690;1;1;1;0;1;NA;NA
3691;1;1;1;1;2;NA;NA
3692;1;2;2;2;1;NA;NA
3693;1;1;1;0;1;NA;NA
3694;1;1;1;0;1;NA;NA
3695;1;1;1;0;1;NA;NA
3696;1;1;1;0;1;NA;NA
3697;1;2;2;3;2;NA;NA
