
Indicatif présent
Premier groupe

comander
cuidier	1
cuire
cuire	2
curer
curer	1
damner
dampner	1
debatre
debatre	2
debrisier
debrisier	2
decevoir
deçoivre	8
decevoir	2
decoler1
decoler	5
decorir
decorre	3
dediier
dedier	1
deduire
deduire	1
defendre
desfendre	2
defroissier
defroiscier	1
degaber
degaber	2
degaster
degaster	1
deguerpir
deguerpir	8
delivrer
delivrer	4
demander
demander	8
demener
demener	7
demorer
demorer	19
demostrer
demoustrer	1
demostrer	12
demonstrer	1
denoiier
denoier	1
departir
departir	8
depecier
despechier	1
depechier	2
depecier	6
derompre
derrompre	4
descendre
descendre	3
descirier
descirer	2
descombrer
descombrer	1
descovrir
descovrir	1
deservir
deservir	1
desfaire
desfere	1
desfermer
desfermer	2
desirrer
desirrer	1
desirrier2
desirrier	1
desliier
desliier	5
desnüer
desnuer	1
despechier
despechier	1
despendre2
despendre	2
desperer
desperer	1
despire
despire	2
dessevrer
desevrer	1
destreindre
destreindre	1
destruire
destruire	18
desver
desver	1
detenir
detenir	1
detraire
detraire	1
detreire	1
devenir
devenir	1
deviser
deviser	2
devorer1
devorer	2
dire
dire	131
doctriner
doctriner	4
doloir
doloir	1
doloser
doloser	1
doner
doner	28
douner	2
donner	1
dormir
dormir	4
doter2
douter	3
drecier
drecier	2
droiturier2
droiturier	1
durer
durer	3
embler
embler	1
embelir	1
embracier
enbracier	1
embraser
embraser	1
emploiier
emploier	1
encenser2
encenser	1
enchäener
enchaener	1
encliner
encliner	1
enföir1
enfoïr	3
enföir2
enfoïr	3
engignier1
engignier	4
ensignier	1
enluminer
enluminer	1
enoiier
anuier	1
anoier	1
enorter
enorter	1
enquerre
enqerre	3
enquerre	3
enragier
enragier	1
enrichir
enrichir	1
enseignier
ensegnier	1
ensignier	4
ensevelir
ensevelir	2
ensivre1
ensivre	7
ensivir	1
ensivrre	1
ensuire	1
entendre
entendre	30
entrelaissier
entrelessier	2
entrer
entrer	15
envoiier
envoier	2
esbanoiier
